"driver_id,driver_name,years_of_experience,rating,account_status,debt_paid,email"
"378,Driver_378,4,1.1573626299669275,suspended,True,driver378@ridehail.com"
"379,Driver_379,9,1.5749638140861424,active,True,driver379@ridehail.com"
"380,Driver_380,6,2.5969488340018394,suspended,True,driver380@ridehail.com"
"381,Driver_381,3,3.1292005885328553,blocked,False,driver381@ridehail.com"
"382,Driver_382,10,2.0986055215202253,active,True,driver382@ridehail.com"
"383,Driver_383,4,2.4680527771057017,blocked,True,driver383@ridehail.com"
"384,Driver_384,10,1.514252985763063,active,False,driver384@ridehail.com"
"385,Driver_385,8,1.9915830331626334,suspended,True,driver385@ridehail.com"
"386,Driver_386,3,1.1490718710453307,suspended,False,driver386@ridehail.com"
"387,Driver_387,10,1.1727080830526444,blocked,True,driver387@ridehail.com"
"388,Driver_388,5,1.2927975449640532,active,False,driver388@ridehail.com"
"389,Driver_389,10,2.5292200116730252,active,False,driver389@ridehail.com"
"390,Driver_390,8,4.483237710939021,active,False,driver390@ridehail.com"
"391,Driver_391,3,1.622701970260806,blocked,False,driver391@ridehail.com"
"392,Driver_392,1,3.9471527803328237,blocked,False,driver392@ridehail.com"
"393,Driver_393,2,4.48227738455835,suspended,True,driver393@ridehail.com"
"394,Driver_394,5,1.0398653059473424,blocked,False,driver394@ridehail.com"
"395,Driver_395,6,2.792552892721641,blocked,True,driver395@ridehail.com"
"396,Driver_396,10,2.3394602225332264,suspended,False,driver396@ridehail.com"
"397,Driver_397,10,4.969759981679088,suspended,True,driver397@ridehail.com"
"398,Driver_398,10,1.5014909074139635,suspended,True,driver398@ridehail.com"
"399,Driver_399,1,2.3883025876957955,active,True,driver399@ridehail.com"
"400,Driver_400,4,3.4352446514601573,suspended,False,driver400@ridehail.com"
